kota_administrasi;kecamatan;kelurahan;rw;tahun;bulan;lama_genangan;tanggal_kejadian;jumlah_tempat_pengungsian;jumlah_luka_ringan;jumlah_luka_berat;ketinggian_air;jumlah_meninggal
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;RW 04;2020;10;0;11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;0;2020;10;0;11 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;RW 05;2020;10;0;11 Oktober;0;0;0;20 cm s/d 30 cm;0
Jakarta Selatan;PESANGGRAHAN;ULUJAMI;RW 07;2020;10;0;11 Oktober;0;0;0;20 cm s/d 30 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;RW 01;2020;10;0;05,10,11,25 Oktober;10;0;0;10 cm s/d 80 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;RW 05;2020;10;0;05,10,11,25 Oktober;0;0;0;20 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;10,11,25 Oktober;0;0;0;10 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 125 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;RW 08;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 120 cm;0
Jakarta Selatan;KEBAYORAN LAMA;PONDOK PINANG;0;2020;10;0;05,10,11,25 Oktober;0;0;0;10 cm s/d 120 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;RW 02;2020;10;0;18 Oktober;0;0;0;50 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;RW 06;2020;10;0;18 Oktober;0;0;0;10 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;0;2020;10;0;18 Oktober;0;0;0;10 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;0;2020;10;0;18 Oktober;0;0;0;20 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;RW 07;2020;10;0;18 Oktober;0;0;0;40 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;RW 09;2020;10;0;18 Oktober;0;0;0;10 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;0;2020;10;0;18 Oktober;0;0;0;40 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;RW 10;2020;10;0;05,06,10,11,25 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Selatan;KEBAYORAN LAMA;CIPULIR;0;2020;10;0;05,06,09,10,11,25 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Selatan;KEBAYORAN LAMA;GROGOL UTARA;RW 11;2020;10;0;16 Oktober;0;0;0;20 cm;0
Jakarta Selatan;KEBAYORAN LAMA;0;RW 14;2020;10;0;16 Oktober;0;0;0;40 cm;0
Jakarta Selatan;CILANDAK;PONDOK LABU;RW 01;2020;10;0;10,11 Oktober;0;0;0;30 cm;0
Jakarta Selatan;CILANDAK;PONDOK LABU;RW 02;2020;10;0;10,11 Oktober;0;0;0;80 s/d 100 cm;0
Jakarta Selatan;CILANDAK;LEBAK BULUS;RW 01;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 60 cm;0
Jakarta Selatan;CILANDAK;LEBAK BULUS;RW 04;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 60 cm;0
Jakarta Selatan;CILANDAK;LEBAK BULUS;RW 08;2020;10;0;10,11 Oktober;0;0;0;20 cm s/d 60 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;RW : 07;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;RW 11;2020;10;0;05,25 Oktober;10;0;0;10 s/d 100 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;05,25 Oktober;0;0;0;10 s/d 100 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;05,25 Oktober;0;0;0;10 s/d 100 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;05,25 Oktober;0;0;0;10 s/d 100 cm;0
Jakarta Timur;JATINEGARA;BIDARA CINA;0;2020;10;0;05,25,29 Oktober;0;0;0;10 s/d 100 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 04;2020;10;0;05,11,29 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11,25 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 05;2020;10;0;05 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11,25,29 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11,25,29 Oktober;0;0;0;10 cm s/d 150 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 06;2020;10;0;05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 07;2020;10;0;05 Oktober;0;0;0;10 cm s/d 60 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 60 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 60 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 60 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;RW 08;2020;10;0;05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 30 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05 Oktober;0;0;0;10 cm s/d 50 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;KAMPUNG MELAYU;0;2020;10;0;05,11 Oktober;0;0;0;10 cm s/d 80 cm;0
Jakarta Timur;JATINEGARA;CIPINANG MUARA;RW 13;2020;10;0;26,27 Oktober;0;0;0;10 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 01;2020;10;0;05,25 Oktober;0;0;0;20 s/d 50 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05 Oktober;0;0;0;20 s/d 50 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 02;2020;10;0;05,25 Oktober;0;0;0;20 s/d 50 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;40 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;40 s/d 100 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;50 s/d 110 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 03;2020;10;0;05,25 Oktober;0;0;0;60 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 05;2020;10;0;05,25 Oktober;0;0;0;20 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 80 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 50 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 08;2020;10;0;25 Oktober;0;0;0;20 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 120 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 100 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;05,25 Oktober;0;0;0;20 s/d 100 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;25 Oktober;0;0;0;20 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;RW 12;2020;10;0;05,25 Oktober;0;0;0;20 s/d 30 cm;0
Jakarta Timur;KRAMAT JATI;CAWANG;0;2020;10;0;25 Oktober;0;0;0;20 s/d 30 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;RW 01;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;0;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;RW 02;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;RW 05;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;0;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;0;2020;10;0;25 Oktober;0;0;0;20 cm s/d 70 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;0;2020;10;0;05,25 Oktober;0;0;0;50 cm;0
Jakarta Timur;KRAMAT JATI;BALEKAMBANG;0;2020;10;0;05,25 Oktober;0;0;0;50 cm;0
Jakarta Timur;KRAMAT JATI;DUKUH;RW 03;2020;10;0;10,11 Oktober;0;0;0;50 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;RW 06;2020;10;0;25 Oktober;0;0;0;10 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;0;2020;10;0;25 Oktober;0;0;0;10 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;0;2020;10;0;25 Oktober;0;0;0;10 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;RW  07;2020;10;0;25 Oktober;0;0;0;10 cm;0
Jakarta Timur;KRAMAT JATI;CILILITAN;RW 16;2020;10;0;25 Oktober;0;0;0;10 cm;0
Jakarta Timur;PASAR REBO;KALISARI;RW 01;2020;10;0;10,11 Oktober;0;0;0;10 cm ;0
Jakarta Timur;PASAR REBO;KALISARI;RW 02;2020;10;0;10,11 Oktober;0;0;0;10 cm ;0
Jakarta Timur;PASAR REBO;KALISARI;RW 09;2020;10;0;10,11 Oktober;0;0;0;40 cm ;0
Jakarta Timur;PASAR REBO;CIJANTUNG;RW 11;2020;10;0;10,11 Oktober;0;0;0;35 cm;0
Jakarta Timur;PASAR REBO;CIJANTUNG;0;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;PASAR REBO;PEKAYON;RW 07;2020;10;0;26 Oktober;0;0;0;30 cm;0
Jakarta Timur;PASAR REBO;PEKAYON;0;2020;10;0;26 Oktober;0;0;0;30 cm;0
Jakarta Timur;PASAR REBO;PEKAYON;0;2020;10;0;26 Oktober;0;0;0;50 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;RW 05;2020;10;0;25 Oktober;0;0;0;15 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;0;2020;10;0;25 Oktober;0;0;0;15 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;0;2020;10;0;25 Oktober;0;0;0;15 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;0;2020;10;0;25 Oktober;0;0;0;15 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;RW 07;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;SUSUKAN;RW 08;2020;10;0;10,11 Oktober;0;0;0;20 cm ;0
Jakarta Timur;CIRACAS;CIRACAS;RW 03;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;RW 04;2020;10;0;10,11,26 Oktober;0;0;0;20 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11,26  Oktober;0;0;0;20 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;RW 05;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;CIRACAS;0;2020;10;0;10,11 Oktober;0;0;0;70 cm s/d 80 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;RW 02;2020;10;0;10,11,19,26,27 Oktober;10;0;0;10 s/d 60 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,19,26,27 Oktober;0;0;0;10 s/d 50 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;RW 03;2020;10;0;10,11,26,27 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,19,26,27 Oktober;0;0;0;10 s/d 50 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,19,26,27 Oktober;0;0;0;10 s/d 70 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,19,26,27 Oktober;0;0;0;10 s/d 40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;RW 04;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11 Oktober;10;0;0;60 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11 Oktober;0;0;0;50 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;RW 05;2020;10;0;10,11,26,27 Oktober;0;0;0;70 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;10;0;0;70 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;RW 06;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11 Oktober;0;0;0;40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;0;0;0;20 s/d 50 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;0;0;0;20 s/d 40 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;0;0;0;15 s/d 30 cm;0
Jakarta Timur;CIRACAS;RAMBUTAN;0;2020;10;0;10,11,26,27 Oktober;0;0;0;15 s/d 40 cm;0
Jakarta Timur;CIPAYUNG;BAMBU APUS;RW 02;2020;10;0;10,11 Oktober;0;0;0;60 cm;0
Jakarta Timur;CIPAYUNG;BAMBU APUS;RW 03;2020;10;0;10,11 Oktober;0;0;0;100 cm;0
Jakarta Timur;CIPAYUNG;CIPAYUNG;RW 04;2020;10;0;10,11 Oktober;0;0;0;30 cm ;0
Jakarta Timur;CIPAYUNG;SETU;RW 04;2020;10;0;10,11 Oktober;0;0;0;30 cm;0
Jakarta Timur;CIPAYUNG;SETU;RW 03;2020;10;0;10,11 Oktober;0;0;0;50 cm s/d 60 cm;0
Jakarta Timur;CIPAYUNG;SETU;0;2020;10;0;10,11 Oktober;0;0;0;50 cm s/d 60 cm;0
Jakarta Timur;CIPAYUNG;LUBANG BUAYA;RW 09;2020;10;0;19 Oktober;0;0;0;40 cm s/d 50 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;RW 03;2020;10;0;10,11,27,28 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;0;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;0;2020;10;0;10,11,27,28 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;RW 04;2020;10;0;27,28 Oktober;0;0;0;10 s/d 30 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;0;2020;10;0;27,28 Oktober;0;0;0;10 s/d 30 cm;0
Jakarta Timur;MAKASAR;CIPINANG MELAYU;0;2020;10;0;10,11 Oktober;0;0;0;10 cm s/d 40 cm;0
Jakarta Timur;MAKASAR;MAKASAR;RW 04;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;RW 05;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;RW 07;2020;10;0;11 Oktober;0;0;0;20 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;20 cm;0
Jakarta Timur;MAKASAR;MAKASAR;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;PINANG RANTI;RW 04;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 01;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;10 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;20 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;40 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;10 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;40 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 04;2020;10;0;11 Oktober;0;0;0;80 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 06;2020;10;0;11 Oktober;0;0;0;80 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 09;2020;10;0;19 Oktober;0;0;0;10 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;80 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 10;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;80 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;30 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;RW 11;2020;10;0;11 Oktober;0;0;0;50 cm;0
Jakarta Timur;MAKASAR;KEBON PALA;0;2020;10;0;11 Oktober;0;0;0;50 cm;0
Jakarta Timur;PULO GADUNG;PULO GADUNG;RW 07;2020;10;0;16 Oktober;0;0;0;30 cm;0
Jakarta Timur;CAKUNG;PENGGILINGAN;RW 07;2020;10;0;20 Oktober;0;0;0;10 cm;0
Jakarta Timur;CAKUNG;PULO GEBANG;RW 07;2020;10;0;20 Oktober;0;0;0;15 cm;0
Jakarta Timur;CAKUNG;JATINEGARA;RW 12;2020;10;0;20 Oktober;0;0;0;15 cm;0
Jakarta Timur;CAKUNG;CAKUNG BARAT;RW 04;2020;10;0;20 Oktober;0;0;0;20 cm;0
Jakarta Timur;DUREN SAWIT;DUREN SAWIT;RW 10;2020;10;0;20 Oktober;0;0;0;15 cm;0
Jakarta Utara;PENJARINGAN;KAPUK MUARA;0;2020;11;0;2020-11-16;0;0;0;20 s/d 30 cm;0
Jakarta Utara;PENJARINGAN;KAPUK MUARA;0;2020;11;0;2020-11-16;0;0;0;20 s/d 30 cm;0
Jakarta Utara;PENJARINGAN;KAPUK MUARA;0;2020;11;0;2020-11-17;0;0;0;10 cm;0
Jakarta Utara;PENJARINGAN;PENJARINGAN;RW : 017;2020;11;0;2020-11-17;0;0;0;20 cm;0
Jakarta Utara;PENJARINGAN;PENJARINGAN;0;2020;11;0;2020-11-17;0;0;0;30 s/d 40 cm;0
Jakarta Utara;PENJARINGAN;PENJARINGAN;RW : 07;2020;11;0;2020-11-24;0;0;0;10 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;RW : 022;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;PENJARINGAN;PLUIT;0;2020;11;0;2020-11-17;0;0;0;10 s/d 15 cm;0
Jakarta Utara;CILINCING;ROROTAN;RW : 06;2020;11;0;01 Novemb er 2020;0;0;0;10 s/d 15 cm;0
Jakarta Utara;CILINCING;MARUNDA;RW : 07;2020;11;0;17, 18 November 2020;0;0;0;15 cm;0
Jakarta Utara;CILINCING;MARUNDA;0;2020;11;0;17, 18 November 2020;0;0;0;15 cm;0
Jakarta Utara;CILINCING;MARUNDA;0;2020;11;0;2020-11-17;0;0;0;15 cm;0
Jakarta Utara;PADEMANGAN;ANCOL;RW : 08;2020;11;0;2020-11-17;0;0;0;20 cm;0
Jakarta Utara;PADEMANGAN;ANCOL;0;2020;11;0;2020-11-17;0;0;0;20 cm;0
Jakarta Utara;PADEMANGAN;ANCOL;0;2020;11;0;2020-11-17;0;0;0;10 cm;0
